day hour target context tick age_infector age id_infector id
 3 8 workplaces "workplace" 80 71 40 448 455
 3 8 schools "school" 80 3 3 1073 1176
 3 8 schools "school" 80 14 7 526 519
 3 8 schools "school" 80 5 0 527 436
 3 8 workplaces "workplace" 80 74 55 528 901
 3 8 schools "school" 80 1 14 475 378
 3 8 schools "school" 80 0 10 1047 481
 3 8 schools "school" 80 15 13 1097 630
 3 9 schools "school" 81 11 0 713 464
 3 9 schools "school" 81 4 8 923 434
 3 9 schools "school" 81 12 5 1101 1189
 3 9 schools "school" 81 4 0 295 474
 3 9 schools "school" 81 4 11 295 340
 3 9 schools "school" 81 4 17 303 520
 3 9 schools "school" 81 11 3 803 830
 3 9 schools "school" 81 11 10 803 865
 3 9 schools "school" 81 9 15 1027 984
 3 9 schools "school" 81 2 16 725 478
 3 10 schools "school" 82 3 11 830 385
 3 10 workplaces "workplace" 82 44 31 717 356
 3 10 schools "school" 82 15 2 611 1109
 3 10 schools "school" 82 12 2 676 746
 3 10 workplaces "workplace" 82 59 37 332 714
 3 10 schools "school" 82 6 10 1033 1201
 3 11 schools "school" 83 3 2 270 750
 3 11 schools "school" 83 0 3 660 343
 3 11 schools "school" 83 3 2 830 312
 3 11 schools "school" 83 15 1 1097 940
 3 11 workplaces "workplace" 83 77 64 989 1003
 3 11 workplaces "workplace" 83 49 76 973 590
 3 12 workplaces "workplace" 84 38 50 615 1156
 3 12 schools "school" 84 12 16 676 1122
 3 12 schools "school" 84 12 10 676 712
 3 12 schools "school" 84 1 1 633 925
 3 12 schools "school" 84 8 11 434 683
 3 12 schools "school" 84 0 2 913 557
 3 13 schools "school" 85 2 16 557 317
 3 13 schools "school" 85 8 5 434 494
 3 13 schools "school" 85 11 4 385 771
 3 13 schools "school" 85 15 2 611 637
 3 14 schools "school" 86 17 1 520 967
 3 14 schools "school" 86 11 0 385 401
 3 14 schools "school" 86 0 2 549 1043
 3 14 schools "school" 86 11 8 713 440
 3 14 schools "school" 86 1 14 955 616
 3 14 workplaces "workplace" 86 70 19 510 874
 3 14 schools "school" 86 2 3 796 1029
 3 14 schools "school" 86 1 5 711 756
 3 14 schools "school" 86 15 3 291 1038
 3 14 schools "school" 86 2 10 750 543
 3 14 schools "school" 86 12 14 272 969
 3 15 schools "school" 87 0 5 464 787
 3 15 schools "school" 87 1 6 663 569
 3 15 schools "school" 87 10 10 543 817
 3 15 schools "school" 87 1 9 417 1166
 3 16 schools "school" 88 1 0 623 847
 3 16 schools "school" 88 0 1 913 845
 3 16 schools "school" 88 14 1 526 531
 3 17 households "community" 89 1 11 711 1094
 3 19 households "household" 91 11 69 385 704
 3 21 households "household" 93 50 44 1156 1159
 4 0 households "household" 96 10 19 543 542
 4 0 households "household" 96 60 59 622 621
 4 1 households "household" 97 10 8 865 867
 4 1 households "household" 97 13 76 987 985
 4 1 households "household" 97 6 68 569 571
 4 1 households "household" 97 16 45 1083 1080
 4 1 households "household" 97 13 1 821 820
 4 2 households "household" 98 11 20 803 800
 4 2 households "household" 98 68 49 571 570
 4 2 households "household" 98 70 33 510 511
 4 2 households "household" 98 60 39 1058 1057
 4 2 households "household" 98 76 14 590 591
 4 3 households "household" 99 4 78 923 922
 4 4 households "household" 100 14 6 974 975
 4 4 households "household" 100 8 58 434 433
 4 4 households "household" 100 31 19 388 391
 4 4 households "household" 100 1 7 531 529
 4 4 households "household" 100 1 59 531 530
 4 5 households "household" 101 2 66 557 559
 4 6 households "household" 102 14 38 969 968
 4 6 households "household" 102 0 72 660 661
 4 6 households "household" 102 5 19 1189 1188
 4 7 households "household" 103 70 9 510 509
 4 8 schools "school" 104 11 3 396 311
 4 8 schools "school" 104 2 5 637 326
 4 8 workplaces "workplace" 104 19 47 874 313
 4 8 schools "school" 104 14 6 616 577
 4 8 schools "school" 104 3 2 343 993
 4 8 schools "school" 104 13 5 987 374
 4 8 schools "school" 104 16 11 1083 1032
 4 8 schools "school" 104 16 16 689 852
 4 8 schools "school" 104 1 10 417 887
 4 8 schools "school" 104 0 0 660 1010
 4 8 schools "school" 104 2 5 810 752
 4 9 schools "school" 105 2 9 962 568
 4 9 schools "school" 105 2 0 962 842
 4 9 schools "school" 105 9 10 992 1114
 4 9 schools "school" 105 15 5 1026 737
 4 9 schools "school" 105 10 7 887 361
 4 10 schools "school" 106 17 5 1110 1148
 4 10 schools "school" 106 1 3 417 351
 4 10 schools "school" 106 8 3 1086 507
 4 10 schools "school" 106 15 15 1004 651
 4 10 workplaces "workplace" 106 49 20 767 260
 4 10 schools "school" 106 15 9 449 1173
 4 10 schools "school" 106 15 14 449 693
 4 10 schools "school" 106 8 17 604 652
 4 11 schools "school" 107 9 10 992 1104
 4 11 schools "school" 107 5 17 602 300
 4 12 schools "school" 108 2 17 801 894
 4 12 schools "school" 108 12 3 419 703
 4 12 workplaces "workplace" 108 22 28 403 681
 4 12 schools "school" 108 13 4 987 1145
 4 12 schools "school" 108 5 7 442 1081
 4 12 schools "school" 108 2 7 626 1056
 4 12 workplaces "workplace" 108 38 70 615 1194
 4 13 schools "school" 109 9 14 1173 1050
 4 13 schools "school" 109 2 13 993 946
 4 13 schools "school" 109 16 16 828 1041
 4 13 schools "school" 109 3 14 453 446
 4 14 schools "school" 110 3 15 453 906
 4 14 schools "school" 110 2 16 993 427
 4 14 schools "school" 110 13 8 917 1076
 4 15 workplaces "workplace" 111 19 73 874 328
 4 15 schools "school" 111 10 6 1114 1074
 4 15 schools "school" 111 17 17 300 523
 4 16 workplaces "workplace" 112 73 78 328 593
 4 16 schools "school" 112 4 5 333 768
 4 16 schools "school" 112 4 0 333 1044
 4 16 schools "school" 112 5 12 752 357
 4 16 schools "school" 112 5 15 787 696
 4 16 workplaces "workplace" 112 31 58 356 1078
 4 19 households "household" 115 15 29 666 665
 4 21 households "household" 117 5 12 1189 1190
 4 21 households "household" 117 10 77 658 657
 4 22 households "household" 118 4 43 303 301
 4 22 households "household" 118 7 13 1056 1059
 4 23 households "household" 119 15 12 666 664
 4 23 households "household" 119 76 15 1152 1153
 4 23 households "household" 119 9 73 1166 1164
 4 23 households "household" 119 12 51 676 677
 5 0 households "household" 120 10 66 481 480
 5 0 households "household" 120 14 5 1050 1049
 5 1 households "household" 121 17 58 812 815
 5 1 households "household" 121 15 53 651 650
 5 1 households "household" 121 5 8 756 758
 5 2 households "household" 122 17 18 1110 1111
 5 2 households "household" 122 4 37 771 770
 5 2 households "household" 122 4 59 1145 1146
 5 4 households "household" 124 16 56 427 425
 5 4 households "household" 124 0 61 1010 1009
 5 4 households "household" 124 10 45 865 864
 5 5 households "household" 125 11 52 1094 1095
 5 5 households "household" 125 5 71 326 324
 5 5 households "household" 125 64 73 1003 1002
 5 6 households "household" 126 12 54 628 629
 5 7 households "household" 127 58 7 815 813
 5 8 schools "school" 128 10 7 596 891
 5 8 schools "school" 128 8 3 867 680
 5 8 schools "school" 128 3 7 453 997
 5 8 workplaces "workplace" 128 19 24 1188 294
 5 8 schools "school" 128 7 12 813 575
 5 8 schools "school" 128 4 12 771 411
 5 8 schools "school" 128 0 0 464 1150
 5 8 schools "school" 128 7 16 483 873
 5 8 workplaces "workplace" 128 20 74 800 1200
 5 8 schools "school" 128 5 0 326 560
 5 8 schools "school" 128 14 2 591 669
 5 9 schools "school" 129 17 1 652 409
 5 9 schools "school" 129 0 8 549 329
 5 9 schools "school" 129 5 4 768 926
 5 9 schools "school" 129 8 1 440 620
 5 9 workplaces "workplace" 129 22 19 781 1123
 5 10 schools "school" 130 4 11 263 1128
 5 10 schools "school" 130 11 15 713 1127
 5 11 schools "school" 131 3 14 830 1107
 5 11 schools "community" 131 16 8 1041 1092
 5 11 schools "school" 131 11 15 1094 848
 5 11 schools "school" 131 11 14 396 1023
 5 12 schools "school" 132 13 3 821 732
 5 12 workplaces "workplace" 132 20 31 260 833
 5 12 workplaces "workplace" 132 28 21 1024 938
 5 12 workplaces "workplace" 132 20 69 800 491
 5 13 schools "school" 133 8 4 867 1054
 5 13 workplaces "workplace" 133 52 54 1095 668
 5 13 workplaces "workplace" 133 43 68 578 384
 5 13 schools "school" 133 11 2 956 929
 5 13 schools "school" 133 0 17 1044 1144
 5 14 schools "school" 134 12 12 575 565
 5 14 schools "school" 134 7 12 529 423
 5 14 schools "school" 134 8 8 440 705
 5 15 schools "school" 135 2 7 993 1015
 5 16 schools "school" 136 13 13 276 862
 5 16 schools "school" 136 11 6 956 420
 5 16 schools "school" 136 3 16 270 832
 5 16 schools "school" 136 17 13 858 429
 5 16 schools "school" 136 3 16 453 734
 5 18 households "household" 138 14 9 446 444
 5 20 households "community" 140 13 45 1135 1132
 5 20 households "household" 140 41 6 468 470
 5 21 households "household" 141 11 20 713 715
 5 21 households "household" 141 8 21 283 281
 5 21 households "household" 141 25 49 724 726
 5 21 households "household" 141 1 7 955 954
 5 22 households "household" 142 38 0 1060 1063
 5 22 households "household" 142 10 16 1114 1115
 5 22 households "household" 142 5 12 374 372
 5 22 households "household" 142 8 20 440 441
 6 1 households "household" 145 66 39 559 558
 6 1 households "household" 145 14 19 526 524
 6 1 households "household" 145 69 33 491 489
 6 1 households "household" 145 15 67 651 649
 6 2 households "household" 146 68 39 691 690
 6 2 households "household" 146 50 65 807 805
 6 3 households "household" 147 9 67 1166 1165
 6 4 households "household" 148 54 21 754 753
 6 5 households "household" 149 21 69 938 937
 6 5 households "household" 149 6 78 1074 1075
 6 6 households "household" 150 0 66 1150 1149
 6 7 households "household" 151 45 67 1132 1133
 6 8 workplaces "workplace" 152 67 18 649 963
 6 8 schools "school" 152 17 14 1118 945
 6 8 schools "school" 152 10 5 596 979
 6 8 schools "school" 152 2 11 557 700
 6 8 schools "school" 152 3 11 830 1100
 6 8 schools "school" 152 15 5 666 490
 6 8 schools "school" 152 7 17 1081 495
 6 9 schools "school" 153 4 0 303 500
 6 9 schools "school" 153 12 13 850 617
 6 9 schools "school" 153 8 1 379 653
 6 9 schools "school" 153 4 15 333 1182
 6 9 schools "school" 153 13 17 946 405
 6 10 schools "school" 154 1 2 620 581
 6 10 schools "school" 154 16 6 317 1091
 6 10 workplaces "workplace" 154 40 21 455 1065
 6 10 schools "school" 154 9 16 444 863
 6 10 schools "school" 154 2 4 557 743
 6 10 schools "school" 154 3 10 732 1068
 6 10 workplaces "workplace" 154 76 22 1152 1106
 6 11 schools "school" 155 11 16 803 1177
 6 11 schools "school" 155 11 16 803 1008
 6 11 schools "school" 155 0 13 1063 404
 6 11 schools "school" 155 16 15 427 1140
 6 11 schools "school" 155 17 9 1144 368
 6 11 schools "school" 155 3 15 732 488
 6 11 schools "school" 155 3 13 928 806
 6 12 schools "school" 156 0 6 401 280
 6 12 schools "school" 156 16 12 366 719
 6 13 schools "school" 157 8 0 379 1199
 6 14 schools "school" 158 15 2 1182 779
 6 14 schools "school" 158 17 0 520 783
 6 14 schools "school" 158 9 1 444 982
 6 15 schools "school" 159 1 1 653 762
 6 15 schools "school" 159 17 4 520 1069
 6 15 schools "community" 159 12 13 719 383
 6 16 schools "school" 160 14 7 1023 1169
 6 16 schools "school" 160 4 14 1069 999
 6 16 schools "school" 160 13 0 617 1021
 6 16 schools "school" 160 12 9 685 976
 6 16 schools "school" 160 13 3 276 871
 6 16 workplaces "workplace" 160 67 54 649 641
 6 16 schools "school" 160 12 1 850 394
 6 17 households "community" 161 54 14 641 642
 6 18 households "household" 162 12 41 719 342
 6 21 households "household" 165 0 4 500 501
 7 1 households "household" 169 13 71 404 406
 7 2 households "household" 170 13 25 617 618
 7 2 households "household" 170 12 4 685 686
 7 2 households "household" 170 15 78 1140 1143
 7 3 households "household" 171 22 41 1106 1105
 7 3 households "household" 171 73 6 1164 1167
 7 3 households "household" 171 8 65 758 759
 7 4 households "household" 172 6 44 1161 1160
 7 4 households "household" 172 11 79 700 702
 7 4 households "household" 172 51 2 677 678
 7 4 households "household" 172 14 19 1050 1048
 7 5 households "household" 173 66 42 480 482
 7 6 households "household" 174 64 2 625 624
 7 6 households "household" 174 18 58 1111 1108
 7 6 households "household" 174 16 45 478 476
 7 7 households "household" 175 31 12 388 389
 7 7 households "household" 175 3 0 871 869
 7 8 workplaces "workplace" 176 24 28 294 331
 7 8 schools "school" 176 16 13 828 788
 7 8 schools "school" 176 9 1 568 795
 7 8 workplaces "workplace" 176 31 56 356 1072
 7 9 schools "school" 177 10 11 1114 545
 7 9 schools "school" 177 1 4 967 1206
 7 9 schools "school" 177 3 15 507 808
 7 9 schools "school" 177 1 15 925 695
 7 9 schools "school" 177 5 14 752 457
 7 10 workplaces "workplace" 178 51 54 677 918
 7 10 schools "school" 178 13 13 917 469
 7 10 schools "school" 178 16 0 832 835
 7 10 schools "school" 178 9 1 976 648
 7 10 schools "school" 178 6 8 1091 755
 7 10 workplaces "workplace" 178 54 18 668 723
 7 10 workplaces "workplace" 178 31 47 627 567
 7 10 schools "school" 178 5 4 979 843
 7 11 schools "school" 179 16 16 689 639
 7 11 workplaces "workplace" 179 21 46 938 407
 7 11 workplaces "workplace" 179 77 33 657 888
 7 12 workplaces "workplace" 180 41 61 1102 908
 7 12 schools "school" 180 16 4 1041 826
 7 12 schools "school" 180 10 7 1114 598
 7 12 schools "school" 180 2 6 796 564
 7 13 workplaces "workplace" 181 60 53 622 1053
 7 14 schools "school" 182 2 7 993 909
 7 15 schools "school" 183 4 8 1054 308
 7 15 schools "school" 183 12 10 719 872
 7 15 schools "school" 183 0 16 560 1121
 7 16 schools "school" 184 2 12 779 699
 7 19 households "household" 187 5 67 374 375
 7 22 households "household" 190 4 37 771 769
 7 23 households "household" 191 72 62 751 748
 8 0 households "household" 192 14 45 945 947
 8 0 households "household" 192 0 46 847 844
 8 1 households "household" 193 19 57 524 525
 8 4 households "household" 196 16 62 639 636
 8 5 households "household" 197 45 78 947 944
 8 5 households "household" 197 17 64 520 521
 8 5 households "household" 197 15 66 1097 1098
 8 5 households "household" 197 2 44 1043 1042
 8 5 households "household" 197 15 55 574 573
 8 6 households "household" 198 17 58 1118 1119
 8 6 households "household" 198 54 12 766 764
 8 7 households "household" 199 17 18 495 493
 8 8 workplaces "workplace" 200 66 23 1098 359
 8 9 schools "school" 201 14 17 969 514
 8 9 schools "school" 201 6 15 577 816
 8 10 schools "school" 202 12 12 764 462
 8 10 schools "school" 202 7 13 909 772
 8 10 workplaces "workplace" 202 18 76 963 513
 8 10 schools "school" 202 14 11 999 1186
 8 10 schools "school" 202 17 17 495 943
 8 11 workplaces "workplace" 203 78 61 1075 344
 8 11 schools "community" 203 10 9 1068 964
 8 12 workplaces "workplace" 204 22 31 403 1022
 8 12 workplaces "workplace" 204 76 61 513 278
 8 12 schools "school" 204 3 15 453 949
 8 15 schools "school" 207 15 0 949 271
 8 15 schools "school" 207 8 0 308 314
 8 15 schools "school" 207 5 3 752 588
 8 16 workplaces "workplace" 208 72 62 751 640
 8 16 workplaces "workplace" 208 41 39 1102 467
 8 16 workplaces "workplace" 208 41 31 342 860
 8 17 households "community" 209 5 57 602 600
 8 18 households "community" 210 54 7 668 610
 8 21 households "household" 213 70 55 1194 1195
 8 22 households "household" 214 76 54 590 589
 8 23 households "household" 215 1 44 394 393
 9 1 households "household" 217 0 60 913 914
 9 2 households "household" 218 4 9 673 674
 9 2 households "household" 218 61 3 278 279
 9 3 households "household" 219 42 0 347 345
 9 3 households "household" 219 9 47 674 672
 9 4 households "household" 220 4 25 743 740
 9 5 households "household" 221 45 74 476 479
 9 6 households "household" 222 78 14 593 592
 9 7 households "household" 223 0 21 1010 1011
 9 7 households "household" 223 39 1 558 556
 9 8 workplaces "workplace" 224 73 30 1183 370
 9 8 schools "school" 224 7 0 813 1192
 9 9 schools "school" 225 7 11 909 893
 9 9 schools "school" 225 4 17 1206 645
 9 9 schools "community" 225 11 4 803 485
 9 9 workplaces "workplace" 225 46 65 844 502
 9 9 workplaces "workplace" 225 79 71 702 1184
 9 10 schools "school" 226 14 7 378 334
 9 10 schools "school" 226 7 7 954 512
 9 11 schools "school" 227 9 3 509 745
 9 11 workplaces "workplace" 227 18 31 493 905
 9 11 schools "school" 227 17 5 514 1079
 9 11 workplaces "workplace" 227 66 39 1098 859
 9 12 workplaces "workplace" 228 65 76 759 977
 9 12 schools "school" 228 13 14 821 785
 9 12 schools "school" 228 13 0 821 900
 9 13 schools "school" 229 0 0 314 934
 9 15 workplaces "workplace" 231 65 65 502 1197
 9 16 schools "school" 232 12 8 389 656
 9 18 households "community" 234 8 50 434 435
 9 20 households "household" 236 45 12 864 605
 9 21 households "household" 237 13 55 821 823
 9 21 households "household" 237 4 76 843 840
 9 23 households "household" 239 45 72 864 866
 10 0 households "household" 240 7 67 512 515
 10 1 households "household" 241 38 18 1060 1062
 10 1 households "household" 241 15 18 1127 1125
 10 3 households "household" 243 12 38 719 718
 10 4 households "household" 244 1 69 955 953
 10 4 households "household" 244 10 62 1114 1112
 10 5 households "household" 245 17 72 300 302
 10 5 households "household" 245 17 2 1118 1116
 10 5 households "household" 245 19 39 1048 1051
 10 6 households "household" 246 15 57 1004 1007
 10 6 households "household" 246 2 62 581 580
 10 7 households "household" 247 2 7 581 583
 10 7 households "household" 247 11 17 956 958
 10 9 schools "school" 249 2 9 1116 890
 10 10 schools "school" 250 13 6 404 1028
 10 12 workplaces "workplace" 252 65 24 805 995
 10 12 workplaces "workplace" 252 41 61 342 631
 10 13 schools "school" 253 16 7 1008 1141
 10 13 schools "school" 253 15 7 1140 327
 10 14 schools "school" 254 3 10 588 321
 10 14 workplaces "workplace" 254 41 79 468 582
 10 14 schools "community" 254 8 7 283 497
 10 15 schools "school" 255 1 15 711 586
 10 15 schools "household" 255 1 1 623 936
 10 15 workplaces "workplace" 255 50 36 435 1070
 10 15 schools "school" 255 8 11 656 731
 10 15 workplaces "community" 255 41 40 1087 986
 10 16 workplaces "workplace" 256 41 79 342 421
 10 21 households "household" 261 12 21 462 463
 10 23 households "household" 263 21 45 463 460
 11 0 households "household" 264 13 2 429 428
 11 1 households "household" 265 23 3 359 358
 11 1 households "household" 265 37 69 655 654
 11 2 households "household" 266 77 27 657 659
 11 4 households "household" 268 17 72 297 298
 11 8 schools "school" 272 17 9 1144 839
 11 8 schools "school" 272 6 8 709 1012
 11 9 workplaces "workplace" 273 58 48 1108 447
 11 9 workplaces "workplace" 273 74 58 479 911
 11 9 workplaces "workplace" 273 46 24 265 885
 11 10 workplaces "workplace" 274 18 35 723 341
 11 10 schools "school" 274 4 13 771 541
 11 10 schools "school" 274 9 9 890 1000
 11 11 schools "school" 275 2 4 624 365
 11 13 schools "school" 277 7 12 583 1130
 11 13 workplaces "workplace" 277 56 61 418 1170
 11 15 schools "school" 279 5 16 752 903
 11 16 schools "school" 280 4 6 485 646
 11 16 schools "school" 280 11 16 731 742
 11 21 households "household" 285 1 23 982 980
 11 21 households "household" 285 18 35 1125 1124
 11 22 households "household" 286 2 18 993 994
 12 0 households "household" 288 7 32 327 325
 12 1 households "household" 289 11 26 1186 1185
 12 1 households "household" 289 55 9 1195 1193
 12 1 households "household" 289 19 24 542 540
 12 1 households "household" 289 48 58 447 445
 12 2 households "household" 290 0 64 869 868
 12 2 households "household" 290 0 2 934 935
 12 3 households "household" 291 9 14 839 838
 12 4 households "household" 292 46 8 265 264
 12 4 households "household" 292 14 53 838 836
 12 5 households "household" 293 20 53 260 261
 12 6 households "household" 294 28 61 681 682
 12 7 households "household" 295 46 27 844 846
 12 8 workplaces "workplace" 296 71 66 1184 607
 12 10 workplaces "workplace" 298 73 74 1183 546
 12 10 schools "school" 298 2 13 428 794
 12 10 workplaces "workplace" 298 39 57 1051 957
 12 11 workplaces "workplace" 299 19 63 524 381
 12 11 schools "school" 299 13 16 1059 910
